,date,open,close,high,low,volume,code
0,2014-01-02,2323.43,2321.98,2325.99,2310.65,45194291.0,sh000300
1,2014-01-03,2311.97,2290.78,2314.84,2280.89,59782645.0,sh000300
2,2014-01-06,2286.37,2238.64,2286.37,2229.33,66300403.0,sh000300
3,2014-01-07,2222.31,2238.0,2246.79,2218.65,43753103.0,sh000300
4,2014-01-08,2240.64,2241.91,2262.58,2228.42,51348854.0,sh000300
5,2014-01-09,2236.97,2222.22,2258.89,2220.8,55987041.0,sh000300
6,2014-01-10,2216.52,2204.85,2224.49,2200.22,54169293.0,sh000300
7,2014-01-13,2207.0,2193.68,2222.07,2183.6,50122772.0,sh000300
8,2014-01-14,2192.84,2212.85,2214.12,2179.91,54049947.0,sh000300
9,2014-01-15,2210.02,2208.94,2215.9,2193.8,48962395.0,sh000300
10,2014-01-16,2209.45,2211.84,2227.26,2201.56,52298902.0,sh000300
11,2014-01-17,2203.82,2178.49,2205.97,2175.88,50273155.0,sh000300
12,2014-01-20,2173.65,2165.99,2182.46,2156.46,40560154.0,sh000300
13,2014-01-21,2168.42,2187.41,2197.92,2168.42,40306247.0,sh000300
14,2014-01-22,2190.43,2243.8,2244.13,2187.53,70641375.0,sh000300
15,2014-01-23,2242.25,2231.89,2248.92,2228.06,56345951.0,sh000300
16,2014-01-24,2225.76,2245.68,2257.35,2222.89,61167670.0,sh000300
17,2014-01-27,2233.01,2215.92,2233.23,2211.8,70344246.0,sh000300
18,2014-01-28,2220.78,2219.85,2233.26,2205.97,53269130.0,sh000300
19,2014-01-29,2225.71,2227.78,2233.06,2219.93,50222717.0,sh000300
20,2014-01-30,2223.16,2202.45,2223.16,2200.22,43632304.0,sh000300
21,2014-02-07,2187.34,2212.48,2212.5,2177.12,50459315.0,sh000300
22,2014-02-10,2221.54,2267.53,2270.19,2221.54,83065716.0,sh000300
23,2014-02-11,2267.74,2285.56,2296.52,2262.6,99229829.0,sh000300
24,2014-02-12,2286.19,2291.25,2294.32,2276.44,76592161.0,sh000300
25,2014-02-13,2288.45,2279.55,2307.47,2278.26,96217789.0,sh000300
26,2014-02-14,2278.4,2295.57,2295.85,2274.43,67082997.0,sh000300
27,2014-02-17,2308.79,2311.65,2315.58,2293.55,87831666.0,sh000300
28,2014-02-18,2310.31,2282.44,2310.31,2276.11,87049743.0,sh000300
29,2014-02-19,2280.93,2308.66,2317.42,2274.15,99352561.0,sh000300
30,2014-02-20,2314.09,2287.44,2331.7,2286.2,106439533.0,sh000300
31,2014-02-21,2284.03,2264.29,2287.87,2250.65,76368993.0,sh000300
32,2014-02-24,2246.72,2214.51,2246.72,2194.16,89215939.0,sh000300
33,2014-02-25,2216.51,2157.91,2225.21,2150.09,93237551.0,sh000300
34,2014-02-26,2147.74,2163.41,2164.7,2137.08,77993297.0,sh000300
35,2014-02-27,2170.81,2154.11,2180.06,2150.14,90104296.0,sh000300
36,2014-02-28,2149.45,2178.97,2180.47,2133.55,76668057.0,sh000300
37,2014-03-03,2173.91,2190.37,2194.22,2167.91,82072314.0,sh000300
38,2014-03-04,2183.86,2184.27,2188.6,2161.59,73069250.0,sh000300
39,2014-03-05,2187.35,2163.98,2189.09,2159.59,61332015.0,sh000300
40,2014-03-06,2159.4,2173.63,2181.43,2136.45,69093767.0,sh000300
41,2014-03-07,2170.04,2168.36,2189.39,2161.44,64265177.0,sh000300
42,2014-03-10,2149.68,2097.79,2149.68,2095.07,71416407.0,sh000300
43,2014-03-11,2092.61,2108.66,2118.79,2088.73,57621243.0,sh000300
44,2014-03-12,2102.8,2114.13,2130.59,2090.76,70069747.0,sh000300
45,2014-03-13,2119.55,2140.33,2149.44,2115.99,69226028.0,sh000300
46,2014-03-14,2129.87,2122.84,2140.38,2109.57,58617737.0,sh000300
47,2014-03-17,2132.79,2143.04,2143.2,2118.95,52409445.0,sh000300
48,2014-03-18,2146.12,2138.13,2152.46,2134.92,55354132.0,sh000300
49,2014-03-19,2131.28,2120.87,2131.28,2101.28,59303905.0,sh000300
50,2014-03-20,2116.19,2086.97,2134.79,2086.5,67631285.0,sh000300
51,2014-03-21,2079.87,2158.8,2163.23,2077.76,104024807.0,sh000300
52,2014-03-24,2161.9,2176.55,2186.73,2150.87,104491984.0,sh000300
53,2014-03-25,2170.78,2174.44,2191.49,2164.67,86877510.0,sh000300
54,2014-03-26,2181.23,2171.05,2186.08,2165.22,58276176.0,sh000300
55,2014-03-27,2168.34,2155.71,2186.89,2146.92,71275132.0,sh000300
56,2014-03-28,2154.51,2151.97,2172.67,2144.58,70086073.0,sh000300
57,2014-03-31,2156.05,2146.3,2165.25,2134.42,55457488.0,sh000300
58,2014-04-01,2143.72,2163.11,2170.09,2141.15,48866403.0,sh000300
59,2014-04-02,2166.07,2180.73,2182.68,2164.01,65039257.0,sh000300
60,2014-04-03,2188.64,2165.01,2196.14,2160.75,71536032.0,sh000300
61,2014-04-04,2157.98,2185.47,2186.15,2155.28,47945888.0,sh000300
62,2014-04-08,2179.92,2237.32,2243.97,2178.91,97219117.0,sh000300
63,2014-04-09,2239.79,2238.62,2246.79,2228.99,66357268.0,sh000300
64,2014-04-10,2241.45,2273.76,2290.74,2229.51,114545405.0,sh000300
65,2014-04-11,2269.56,2270.67,2281.1,2261.13,90615897.0,sh000300
66,2014-04-14,2267.94,2268.61,2275.83,2255.46,62264998.0,sh000300
67,2014-04-15,2261.41,2229.46,2261.47,2225.69,68218130.0,sh000300
68,2014-04-16,2223.47,2232.53,2245.31,2221.15,51678010.0,sh000300
69,2014-04-17,2238.78,2224.8,2241.62,2221.95,48333628.0,sh000300
70,2014-04-18,2215.88,2224.48,2228.77,2203.05,50757995.0,sh000300
71,2014-04-21,2209.94,2187.25,2231.71,2186.75,56278280.0,sh000300
72,2014-04-22,2184.02,2196.79,2196.85,2165.07,57094694.0,sh000300
73,2014-04-23,2191.23,2194.24,2205.59,2187.39,45197052.0,sh000300
74,2014-04-24,2192.77,2190.47,2209.45,2186.76,45058911.0,sh000300
75,2014-04-25,2195.81,2167.83,2201.71,2167.64,60245383.0,sh000300
76,2014-04-28,2165.77,2134.97,2171.39,2132.7,60485187.0,sh000300
77,2014-04-29,2134.41,2158.47,2159.38,2131.78,48204931.0,sh000300
78,2014-04-30,2158.76,2158.66,2164.18,2153.12,45334624.0,sh000300
79,2014-05-05,2152.59,2156.47,2161.7,2131.23,49344073.0,sh000300
80,2014-05-06,2151.39,2157.33,2173.62,2150.11,48086519.0,sh000300
81,2014-05-07,2151.47,2137.32,2153.72,2136.99,44607470.0,sh000300
82,2014-05-08,2132.04,2135.5,2168.21,2128.32,48332452.0,sh000300
83,2014-05-09,2138.84,2133.91,2141.56,2120.59,49181135.0,sh000300
84,2014-05-12,2150.31,2180.05,2184.33,2139.48,83472560.0,sh000300
85,2014-05-13,2180.06,2174.85,2185.05,2167.77,64912518.0,sh000300
86,2014-05-14,2175.09,2172.37,2184.22,2169.0,48514206.0,sh000300
87,2014-05-15,2169.28,2144.08,2171.45,2142.34,46734032.0,sh000300
88,2014-05-16,2143.93,2145.95,2150.5,2132.19,42253197.0,sh000300
89,2014-05-19,2139.36,2115.14,2139.36,2105.71,42893607.0,sh000300
90,2014-05-20,2124.71,2115.77,2131.57,2110.72,37299683.0,sh000300
91,2014-05-21,2106.76,2135.91,2136.1,2096.51,38946042.0,sh000300
92,2014-05-22,2134.09,2130.87,2160.91,2128.86,46252736.0,sh000300
93,2014-05-23,2130.77,2148.41,2148.58,2128.66,37623105.0,sh000300
94,2014-05-26,2161.89,2155.98,2165.42,2147.45,39550656.0,sh000300
95,2014-05-27,2154.4,2147.28,2160.03,2145.75,35897171.0,sh000300
96,2014-05-28,2147.47,2169.35,2171.17,2142.01,50056260.0,sh000300
97,2014-05-29,2171.26,2155.16,2178.09,2154.93,44891556.0,sh000300
98,2014-05-30,2156.38,2156.46,2166.91,2146.22,43923863.0,sh000300
99,2014-06-03,2157.64,2149.92,2169.0,2149.29,41982954.0,sh000300
100,2014-06-04,2149.41,2128.27,2149.45,2117.31,41817249.0,sh000300
101,2014-06-05,2126.61,2150.6,2150.93,2123.52,36477424.0,sh000300
102,2014-06-06,2149.21,2134.72,2149.78,2123.98,35738058.0,sh000300
103,2014-06-09,2128.23,2134.28,2153.9,2126.67,39311060.0,sh000300
104,2014-06-10,2138.67,2161.27,2161.53,2132.45,50507902.0,sh000300
105,2014-06-11,2156.15,2160.77,2163.61,2152.08,42563718.0,sh000300
106,2014-06-12,2156.76,2153.41,2160.99,2148.41,43025843.0,sh000300
107,2014-06-13,2150.99,2176.24,2183.65,2150.57,59252876.0,sh000300
108,2014-06-16,2176.44,2191.85,2196.34,2174.28,63296875.0,sh000300
109,2014-06-17,2185.68,2169.67,2185.68,2168.45,49933665.0,sh000300
110,2014-06-18,2169.25,2160.24,2172.55,2158.5,49463897.0,sh000300
111,2014-06-19,2161.43,2126.91,2166.41,2119.5,53162645.0,sh000300
112,2014-06-20,2124.96,2136.73,2137.03,2120.81,42393719.0,sh000300
113,2014-06-23,2137.93,2134.11,2147.23,2132.45,41179258.0,sh000300
114,2014-06-24,2131.69,2144.82,2145.21,2130.29,40164356.0,sh000300
115,2014-06-25,2141.73,2133.37,2141.73,2126.03,37666100.0,sh000300
116,2014-06-26,2135.16,2149.08,2151.11,2134.89,44351166.0,sh000300
117,2014-06-27,2146.37,2150.26,2159.53,2138.93,52722896.0,sh000300
118,2014-06-30,2152.31,2165.12,2168.22,2152.31,54304188.0,sh000300
119,2014-07-01,2169.2,2164.56,2171.15,2157.13,53323100.0,sh000300
120,2014-07-02,2164.0,2170.87,2171.51,2155.61,59685501.0,sh000300
121,2014-07-03,2169.0,2180.19,2184.96,2164.84,63690690.0,sh000300
122,2014-07-04,2180.45,2178.7,2183.8,2174.07,52851106.0,sh000300
123,2014-07-07,2178.55,2176.29,2186.2,2171.08,50242334.0,sh000300
124,2014-07-08,2174.83,2180.47,2180.78,2163.36,50743599.0,sh000300
125,2014-07-09,2178.14,2148.71,2178.51,2148.26,62022046.0,sh000300
126,2014-07-10,2146.6,2142.85,2151.77,2139.52,55732497.0,sh000300
127,2014-07-11,2136.32,2148.01,2154.74,2134.79,61374274.0,sh000300
128,2014-07-14,2149.54,2171.76,2171.9,2145.28,66158863.0,sh000300
129,2014-07-15,2170.09,2174.98,2176.27,2165.21,71815694.0,sh000300
130,2014-07-16,2172.82,2170.87,2183.25,2166.77,81560230.0,sh000300
131,2014-07-17,2166.83,2157.07,2166.93,2147.08,59453568.0,sh000300
132,2014-07-18,2147.66,2164.14,2176.32,2145.45,65473295.0,sh000300
133,2014-07-21,2164.22,2166.29,2171.94,2158.96,54172260.0,sh000300
134,2014-07-22,2162.44,2192.7,2197.59,2162.24,78542583.0,sh000300
135,2014-07-23,2191.39,2197.83,2210.28,2190.55,84213872.0,sh000300
136,2014-07-24,2199.83,2237.01,2239.81,2199.83,119435534.0,sh000300
137,2014-07-25,2243.07,2260.45,2260.89,2239.07,98972838.0,sh000300
138,2014-07-28,2272.38,2323.9,2331.47,2272.38,179869333.0,sh000300
139,2014-07-29,2326.04,2331.37,2342.77,2316.22,134269641.0,sh000300
140,2014-07-30,2324.69,2322.01,2339.04,2316.06,123022832.0,sh000300
141,2014-07-31,2321.97,2350.25,2350.55,2316.58,110987769.0,sh000300
142,2014-08-01,2341.23,2329.4,2371.5,2328.97,126317390.0,sh000300
143,2014-08-04,2336.63,2375.62,2375.62,2332.14,116713754.0,sh000300
144,2014-08-05,2376.8,2369.35,2380.77,2353.79,111861789.0,sh000300
145,2014-08-06,2358.21,2363.22,2371.67,2334.33,116341829.0,sh000300
146,2014-08-07,2363.61,2327.46,2369.2,2326.27,116729210.0,sh000300
147,2014-08-08,2329.18,2331.13,2339.27,2319.29,86739694.0,sh000300
148,2014-08-11,2338.01,2365.35,2367.0,2337.01,91601171.0,sh000300
149,2014-08-12,2361.17,2357.05,2361.17,2344.72,91822608.0,sh000300
150,2014-08-13,2358.46,2358.9,2370.51,2335.69,110447789.0,sh000300
151,2014-08-14,2357.2,2335.95,2363.18,2334.08,97969493.0,sh000300
152,2014-08-15,2337.99,2360.64,2366.9,2333.12,93592546.0,sh000300
153,2014-08-18,2366.27,2374.56,2379.8,2361.2,104509554.0,sh000300
154,2014-08-19,2378.89,2374.77,2379.47,2358.97,115850020.0,sh000300
155,2014-08-20,2371.65,2366.14,2375.48,2360.84,101288088.0,sh000300
156,2014-08-21,2365.73,2354.24,2367.46,2333.3,100690211.0,sh000300
157,2014-08-22,2352.32,2365.36,2368.46,2350.99,89823938.0,sh000300
158,2014-08-25,2367.02,2342.86,2367.61,2338.46,97373717.0,sh000300
159,2014-08-26,2339.6,2324.09,2350.39,2317.18,93844222.0,sh000300
160,2014-08-27,2323.79,2327.59,2336.74,2322.89,67676221.0,sh000300
161,2014-08-28,2328.06,2311.28,2336.36,2309.64,70490655.0,sh000300
162,2014-08-29,2317.3,2338.29,2338.77,2313.26,63211423.0,sh000300
163,2014-09-01,2340.93,2355.32,2355.55,2338.53,77320870.0,sh000300
164,2014-09-02,2359.86,2386.46,2387.66,2349.95,114436733.0,sh000300
165,2014-09-03,2389.69,2408.84,2414.26,2389.68,129734204.0,sh000300
166,2014-09-04,2411.93,2426.22,2427.3,2404.08,111272298.0,sh000300
167,2014-09-05,2433.17,2449.26,2450.63,2427.99,133551764.0,sh000300
168,2014-09-09,2452.23,2445.22,2454.89,2437.08,118194344.0,sh000300
169,2014-09-10,2435.59,2432.43,2437.08,2422.65,109175517.0,sh000300
170,2014-09-11,2430.68,2423.45,2461.47,2417.27,132982583.0,sh000300
171,2014-09-12,2418.75,2438.36,2438.36,2412.62,109160170.0,sh000300
172,2014-09-15,2433.0,2437.19,2439.25,2418.96,122247159.0,sh000300
173,2014-09-16,2440.34,2388.76,2442.92,2386.98,186742791.0,sh000300
174,2014-09-17,2395.36,2401.33,2405.37,2379.09,125269028.0,sh000300
175,2014-09-18,2396.38,2408.66,2414.95,2389.62,115926376.0,sh000300
176,2014-09-19,2409.31,2425.21,2430.15,2402.31,101813577.0,sh000300
177,2014-09-22,2419.33,2378.92,2419.33,2374.11,102240870.0,sh000300
178,2014-09-23,2379.52,2399.46,2402.48,2379.52,84033341.0,sh000300
179,2014-09-24,2391.42,2441.86,2443.98,2387.07,142713530.0,sh000300
180,2014-09-25,2453.42,2436.97,2462.67,2429.59,138661891.0,sh000300
181,2014-09-26,2430.81,2437.2,2439.65,2420.5,100299494.0,sh000300
182,2014-09-29,2443.91,2447.8,2453.67,2435.61,123401727.0,sh000300
183,2014-09-30,2452.17,2450.99,2454.89,2444.2,115804229.0,sh000300
184,2014-10-08,2460.87,2478.38,2478.38,2445.27,121953604.0,sh000300
185,2014-10-09,2480.2,2481.96,2488.11,2461.11,137923920.0,sh000300
186,2014-10-10,2472.1,2466.79,2482.14,2457.68,147634307.0,sh000300
187,2014-10-13,2457.41,2454.95,2460.39,2430.55,131593362.0,sh000300
188,2014-10-14,2451.09,2446.56,2467.9,2436.34,127393705.0,sh000300
189,2014-10-15,2444.54,2463.87,2465.5,2431.19,135801882.0,sh000300
190,2014-10-16,2448.97,2444.4,2480.3,2441.82,158166603.0,sh000300
191,2014-10-17,2443.22,2441.73,2456.1,2410.4,132759988.0,sh000300
192,2014-10-20,2448.45,2454.71,2456.62,2441.9,91435401.0,sh000300
193,2014-10-21,2453.41,2433.39,2459.25,2432.55,96241912.0,sh000300
194,2014-10-22,2434.89,2418.64,2447.47,2417.56,88656193.0,sh000300
195,2014-10-23,2415.44,2395.94,2424.66,2392.53,103491839.0,sh000300
196,2014-10-24,2397.85,2390.71,2404.99,2385.73,74974869.0,sh000300
197,2014-10-27,2377.54,2368.83,2377.54,2361.68,73862447.0,sh000300
198,2014-10-28,2373.16,2416.65,2416.77,2373.16,101523055.0,sh000300
199,2014-10-29,2423.81,2451.38,2461.27,2415.7,158584062.0,sh000300
200,2014-10-30,2450.36,2468.93,2474.38,2443.76,189626353.0,sh000300
201,2014-10-31,2473.5,2508.32,2512.19,2466.5,239172412.0,sh000300
202,2014-11-03,2515.82,2512.55,2524.17,2502.06,205801228.0,sh000300
203,2014-11-04,2511.04,2513.17,2517.46,2498.6,218247005.0,sh000300
204,2014-11-05,2516.87,2503.45,2519.4,2499.23,190491862.0,sh000300
205,2014-11-06,2505.17,2506.07,2510.99,2482.98,149651117.0,sh000300
206,2014-11-07,2508.76,2502.15,2541.55,2489.42,208760911.0,sh000300
207,2014-11-10,2529.83,2565.73,2565.73,2514.71,226599735.0,sh000300
208,2014-11-11,2578.44,2558.61,2602.37,2532.57,323711656.0,sh000300
209,2014-11-12,2545.4,2594.32,2594.32,2539.6,184686261.0,sh000300
210,2014-11-13,2597.39,2579.75,2607.52,2567.46,219815615.0,sh000300
211,2014-11-14,2569.21,2581.09,2581.93,2557.67,165049965.0,sh000300
212,2014-11-17,2613.51,2567.1,2614.09,2565.94,158478095.0,sh000300
213,2014-11-18,2565.27,2541.42,2570.21,2534.93,142941356.0,sh000300
214,2014-11-19,2538.23,2537.22,2550.5,2531.32,122146974.0,sh000300
215,2014-11-20,2528.78,2537.1,2545.47,2522.84,106149864.0,sh000300
216,2014-11-21,2537.54,2583.46,2585.36,2530.03,151028139.0,sh000300
217,2014-11-24,2614.16,2649.26,2667.67,2602.94,279839720.0,sh000300
218,2014-11-25,2650.08,2685.56,2686.06,2643.84,222611699.0,sh000300
219,2014-11-26,2695.26,2723.02,2723.36,2690.31,243962485.0,sh000300
220,2014-11-27,2737.03,2754.49,2754.49,2718.7,265464730.0,sh000300
221,2014-11-28,2753.93,2808.82,2809.54,2740.37,375323662.0,sh000300
222,2014-12-01,2825.61,2819.81,2855.33,2808.65,365487417.0,sh000300
223,2014-12-02,2807.34,2923.94,2944.51,2804.29,361465322.0,sh000300
224,2014-12-03,2936.12,2967.55,3028.23,2912.25,466156685.0,sh000300
225,2014-12-04,2975.4,3104.35,3104.89,2968.88,426812928.0,sh000300
226,2014-12-05,3143.97,3124.89,3195.8,3011.94,524881260.0,sh000300
227,2014-12-08,3108.27,3252.88,3270.88,3075.7,484462344.0,sh000300
228,2014-12-09,3233.1,3106.91,3387.83,3074.52,632874567.0,sh000300
229,2014-12-10,3120.21,3221.55,3229.05,3058.19,425018708.0,sh000300
230,2014-12-11,3185.16,3183.01,3254.42,3158.44,367091691.0,sh000300
231,2014-12-12,3182.92,3193.23,3239.45,3167.93,301065325.0,sh000300
232,2014-12-15,3176.83,3217.23,3226.22,3143.3,290193834.0,sh000300
233,2014-12-16,3221.36,3303.4,3303.4,3207.69,358123847.0,sh000300
234,2014-12-17,3325.82,3360.6,3368.19,3275.74,448140770.0,sh000300
235,2014-12-18,3359.09,3345.93,3393.71,3322.23,355970207.0,sh000300
236,2014-12-19,3345.63,3383.17,3397.18,3280.92,411211590.0,sh000300
237,2014-12-22,3396.25,3394.48,3455.21,3357.66,549801671.0,sh000300
238,2014-12-23,3358.8,3324.92,3431.78,3316.91,369736093.0,sh000300
239,2014-12-24,3332.15,3230.39,3340.36,3188.5,317449587.0,sh000300
240,2014-12-25,3254.48,3335.42,3335.78,3226.32,309799547.0,sh000300
241,2014-12-26,3343.64,3445.84,3453.34,3335.01,384614124.0,sh000300
242,2014-12-29,3502.18,3455.46,3524.28,3405.84,425015037.0,sh000300
243,2014-12-30,3450.81,3457.55,3491.83,3422.17,328233873.0,sh000300
244,2014-12-31,3462.39,3533.71,3542.34,3452.5,345934760.0,sh000300
245,2015-01-05,3566.09,3641.54,3669.04,3551.51,451198098.0,sh000300
246,2015-01-06,3608.43,3641.06,3683.23,3587.23,420962185.0,sh000300
247,2015-01-07,3620.92,3643.79,3671.19,3601.7,320191232.0,sh000300
248,2015-01-08,3650.07,3559.26,3659.95,3552.1,295003045.0,sh000300
249,2015-01-09,3547.57,3546.72,3689.75,3536.4,349982672.0,sh000300
250,2015-01-12,3531.51,3513.58,3560.53,3461.32,266567175.0,sh000300
251,2015-01-13,3506.45,3514.04,3550.16,3494.77,187153965.0,sh000300
252,2015-01-14,3522.91,3502.42,3547.24,3471.56,196012510.0,sh000300
253,2015-01-15,3501.72,3604.12,3604.12,3482.27,237812338.0,sh000300
254,2015-01-16,3616.25,3635.15,3662.16,3601.26,282681614.0,sh000300
255,2015-01-19,3414.01,3355.16,3497.25,3330.98,329505275.0,sh000300
256,2015-01-20,3336.79,3396.22,3419.2,3325.68,297843232.0,sh000300
257,2015-01-21,3420.49,3548.89,3557.79,3409.43,337928210.0,sh000300
258,2015-01-22,3551.05,3567.61,3576.76,3520.05,268853599.0,sh000300
259,2015-01-23,3582.09,3571.73,3627.81,3548.63,280172172.0,sh000300
260,2015-01-26,3580.12,3607.99,3611.62,3559.38,239766203.0,sh000300
261,2015-01-27,3614.04,3574.93,3616.26,3510.02,287669179.0,sh000300
262,2015-01-28,3547.24,3525.32,3583.31,3512.39,216220214.0,sh000300
263,2015-01-29,3474.92,3481.8,3505.58,3453.9,211618860.0,sh000300
264,2015-01-30,3496.89,3434.39,3514.22,3431.94,196479157.0,sh000300
265,2015-02-02,3360.19,3353.96,3407.26,3347.08,195183699.0,sh000300
266,2015-02-03,3388.6,3437.45,3441.71,3360.72,192846096.0,sh000300
267,2015-02-04,3446.14,3401.77,3476.82,3399.56,191304349.0,sh000300
268,2015-02-05,3487.95,3366.95,3487.95,3366.86,250430609.0,sh000300
269,2015-02-06,3352.33,3312.42,3374.05,3285.94,192664186.0,sh000300
270,2015-02-09,3305.73,3345.92,3376.53,3298.6,172353820.0,sh000300
271,2015-02-10,3345.08,3406.94,3407.18,3339.55,159309088.0,sh000300
272,2015-02-11,3415.98,3434.12,3445.66,3412.14,144613772.0,sh000300
